Feedback_ID,Student_ID,Course_ID,Course_Name,Semester,Date,Language,Rating,Feedback_Text,Overall_Sentiment,Sentiment_Confidence,Aspect_Records,Topic_ID,Topic_Name,Topic_Probability,Cleaned_Text,Detected_Language,Language_Confidence,Predicted_Sentiment,Polarity_Score
FB_00253,STU_8816,WD102,Full-Stack Web Development,Sem 4,2025-08-22,Hindi,1,शिक्षक ईमेल का जवाब नहीं देते और संदेह पूछने पर डांटते हैं।,Negative,0.79,"[{""aspect"": ""Faculty Support"", ""sentiment"": ""Negative"", ""confidence"": 0.95, ""snippet"": ""शिक्षक ईमेल का जवाब नहीं देते और संदेह पूछने पर डांटते हैं।""}]",5,Course Theme 6,0.17,शिक्षक ईमेल का जवाब नहीं देते और संदेह पूछने पर डांटते हैं।,Hindi,0.99,Negative,-0.78
FB_00254,STU_7199,AI401,Artificial Intelligence & Robotics,Sem 2,2024-08-12,Hindi,4,"छात्रों की सहायता के लिए प्रोफेसर का रवैया बहुत सकारात्मक है। लेकिन बुनियादी ढांचा सामान्य है, काम चलाने लायक व्यवस्था है।",Positive,0.94,"[{""aspect"": ""Faculty Support"", ""sentiment"": ""Positive"", ""confidence"": 0.87, ""snippet"": ""छात्रों की सहायता के लिए प्रोफेसर का रवैया बहुत सकारात्मक है।""}, {""aspect"": ""Infrastructure"", ""sentiment"": ""Neutral"", ""confidence"": 0.85, ""snippet"": ""बुनियादी ढांचा सामान्य है, काम चलाने लायक व्यवस्था है।""}]",5,Course Theme 6,0.17,"छात्रों की सहायता के लिए प्रोफेसर का रवैया बहुत सकारात्मक है। लेकिन बुनियादी ढांचा सामान्य है, काम चलाने लायक व्यवस्था है।",Hindi,0.99,Positive,0.936
FB_00255,STU_6253,ML301,Machine Learning & Neural Networks,Sem 6,2026-07-17,Hindi,4,प्रोजेक्ट कार्य से बहुत कुछ नया सीखने को मिला।,Positive,0.94,"[{""aspect"": ""Projects"", ""sentiment"": ""Positive"", ""confidence"": 0.87, ""snippet"": ""प्रोजेक्ट कार्य से बहुत कुछ नया सीखने को मिला।""}]",5,Course Theme 6,0.16,प्रोजेक्ट कार्य से बहुत कुछ नया सीखने को मिला।,Hindi,0.99,Positive,0.94
FB_00256,STU_6104,AI401,Artificial Intelligence & Robotics,Sem 4,2025-10-23,English,1,"The lecture pace is way too fast, rushing through crucial theorems. At the same time, Labs followed standard exercises from the departmental manual.",Negative,0.82,"[{""aspect"": ""Lecture Pace"", ""sentiment"": ""Negative"", ""confidence"": 0.87, ""snippet"": ""The lecture pace is way too fast, rushing through crucial theorems.""}, {""aspect"": ""Practical Sessions"", ""sentiment"": ""Neutral"", ""confidence"": 0.86, ""snippet"": ""Labs followed standard exercises from the departmental manual.""}]",1,Lab Infrastructure & Hardware,0.16,"the lecture pace is way too fast, rushing through crucial theorems. at the same time, labs followed standard exercises from the departmental manual.",Hinglish,0.8,Negative,-0.81
FB_00257,STU_7304,ML301,Machine Learning & Neural Networks,Sem 1,2024-04-22,English,1,"The final exam was unexpectedly harsh and disconnected from lecture topics. On the other hand, The instructor seems unprepared during theoretical lectures. Furthermore, Evaluation criteria were clearly communicated at the start of term.",Negative,0.61,"[{""aspect"": ""Exams"", ""sentiment"": ""Negative"", ""confidence"": 0.9, ""snippet"": ""The final exam was unexpectedly harsh and disconnected from lecture topics.""}, {""aspect"": ""Teaching Quality"", ""sentiment"": ""Negative"", ""confidence"": 0.97, ""snippet"": ""The instructor seems unprepared during theoretical lectures.""}, {""aspect"": ""Evaluation"", ""sentiment"": ""Positive"", ""confidence"": 0.83, ""snippet"": ""Evaluation criteria were clearly communicated at the start of term.""}]",1,Lab Infrastructure & Hardware,0.15,"the final exam was unexpectedly harsh and disconnected from lecture topics. on the other hand, the instructor seems unprepared during theoretical lectures. furthermore, evaluation criteria were clearly communicated at the start of term.",Hinglish,0.8,Negative,-0.594
FB_00258,STU_8113,ML301,Machine Learning & Neural Networks,Sem 2,2024-08-25,Hinglish,1,"Difficulty level bohot high hai, avg students ke liye cope karna mushkil hai.",Negative,0.7,"[{""aspect"": ""Difficulty"", ""sentiment"": ""Negative"", ""confidence"": 0.95, ""snippet"": ""Difficulty level bohot high hai, avg students ke liye cope karna mushkil hai.""}]",2,Exam Difficulty & Time Management,0.17,"difficulty level bohot high hai, avg students ke liye cope karna mushkil hai.",Hinglish,0.93,Negative,-0.691
FB_00259,STU_5075,DS201,Data Structures & Algorithms,Sem 2,2024-08-04,English,3,"Classroom audio-visual setup and projection were crisp and clear. On the other hand, Shared slides are full of typos and lack explanatory descriptions.",Neutral,0.77,"[{""aspect"": ""Infrastructure"", ""sentiment"": ""Positive"", ""confidence"": 0.83, ""snippet"": ""Classroom audio-visual setup and projection were crisp and clear.""}, {""aspect"": ""Study Material"", ""sentiment"": ""Negative"", ""confidence"": 0.93, ""snippet"": ""Shared slides are full of typos and lack explanatory descriptions.""}]",1,Lab Infrastructure & Hardware,0.15,"classroom audio-visual setup and projection were crisp and clear. on the other hand, shared slides are full of typos and lack explanatory descriptions.",English,0.88,Neutral,-0.027
FB_00260,STU_4161,WD102,Full-Stack Web Development,Sem 3,2025-01-17,Hinglish,3,"Lecture pace perfect tha, sabhi students easily follow kar pa rahe the. aur sath hi sath Questions ka statement confusing hai aur assignment ka workload overwhelming hai.",Neutral,0.65,"[{""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.9, ""snippet"": ""Lecture pace perfect tha, sabhi students easily follow kar pa rahe the.""}, {""aspect"": ""Assignments"", ""sentiment"": ""Negative"", ""confidence"": 0.91, ""snippet"": ""Questions ka statement confusing hai aur assignment ka workload overwhelming hai.""}]",2,Exam Difficulty & Time Management,0.16,"lecture pace perfect tha, sabhi students easily follow kar pa rahe the. aur sath hi sath questions ka statement confusing hai aur assignment ka workload overwhelming hai.",Hinglish,0.89,Neutral,0.062
FB_00261,STU_2128,DB202,Database Management Systems,Sem 4,2025-09-20,English,3,Level of challenge matched other departmental subjects.,Neutral,0.77,"[{""aspect"": ""Difficulty"", ""sentiment"": ""Neutral"", ""confidence"": 0.89, ""snippet"": ""Level of challenge matched other departmental subjects.""}]",1,Lab Infrastructure & Hardware,0.17,level of challenge matched other departmental subjects.,English,0.82,Neutral,0.101
FB_00262,STU_4912,CN204,Computer Networks & Security,Sem 1,2024-02-25,Hindi,5,"बुनियादी ढांचा सामान्य है, काम चलाने लायक व्यवस्था है। इसके अलावा प्रोजेक्ट कार्य से बहुत कुछ नया सीखने को मिला।",Positive,0.96,"[{""aspect"": ""Infrastructure"", ""sentiment"": ""Neutral"", ""confidence"": 0.9, ""snippet"": ""बुनियादी ढांचा सामान्य है, काम चलाने लायक व्यवस्था है।""}, {""aspect"": ""Projects"", ""sentiment"": ""Positive"", ""confidence"": 0.92, ""snippet"": ""प्रोजेक्ट कार्य से बहुत कुछ नया सीखने को मिला।""}]",5,Course Theme 6,0.17,"बुनियादी ढांचा सामान्य है, काम चलाने लायक व्यवस्था है। इसके अलावा प्रोजेक्ट कार्य से बहुत कुछ नया सीखने को मिला।",Hindi,0.99,Positive,0.95
FB_00263,STU_4310,CS101,Introduction to Programming,Sem 2,2024-07-28,English,3,"Curriculum is excessively theoretical with very little practical relevance. Additionally, The instructor makes even dry theoretical topics interesting.",Neutral,0.75,"[{""aspect"": ""Course Content"", ""sentiment"": ""Negative"", ""confidence"": 0.93, ""snippet"": ""Curriculum is excessively theoretical with very little practical relevance.""}, {""aspect"": ""Teaching Quality"", ""sentiment"": ""Positive"", ""confidence"": 0.83, ""snippet"": ""The instructor makes even dry theoretical topics interesting.""}]",1,Lab Infrastructure & Hardware,0.16,"curriculum is excessively theoretical with very little practical relevance. additionally, the instructor makes even dry theoretical topics interesting.",English,0.82,Neutral,0.033
FB_00264,STU_6913,CS101,Introduction to Programming,Sem 1,2024-03-26,English,3,"Faculty is completely unresponsive to emails and student queries. Furthermore, The pace of the lectures is perfect, giving ample time to take notes.",Neutral,0.8,"[{""aspect"": ""Faculty Support"", ""sentiment"": ""Negative"", ""confidence"": 0.95, ""snippet"": ""Faculty is completely unresponsive to emails and student queries.""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.94, ""snippet"": ""The pace of the lectures is perfect, giving ample time to take notes.""}]",1,Lab Infrastructure & Hardware,0.15,"faculty is completely unresponsive to emails and student queries. furthermore, the pace of the lectures is perfect, giving ample time to take notes.",Hinglish,0.8,Neutral,0.062
FB_00265,STU_4104,AI401,Artificial Intelligence & Robotics,Sem 6,2026-08-08,English,3,"The final exam was unexpectedly harsh and disconnected from lecture topics. Although Slide decks were concise, clean, and contained helpful code snippets.",Neutral,0.8,"[{""aspect"": ""Exams"", ""sentiment"": ""Negative"", ""confidence"": 0.91, ""snippet"": ""The final exam was unexpectedly harsh and disconnected from lecture topics.""}, {""aspect"": ""Study Material"", ""sentiment"": ""Positive"", ""confidence"": 0.84, ""snippet"": ""Slide decks were concise, clean, and contained helpful code snippets.""}]",1,Lab Infrastructure & Hardware,0.15,"the final exam was unexpectedly harsh and disconnected from lecture topics. although slide decks were concise, clean, and contained helpful code snippets.",English,0.86,Neutral,0.024
FB_00266,STU_9268,AI401,Artificial Intelligence & Robotics,Sem 2,2024-08-27,Hinglish,3,Mentor ne architectural review mein bohot valuable tips diye. aur sath hi sath Study material portal pe exam se 2 din pehle upload hota hai.,Neutral,0.7,"[{""aspect"": ""Projects"", ""sentiment"": ""Positive"", ""confidence"": 0.96, ""snippet"": ""Mentor ne architectural review mein bohot valuable tips diye.""}, {""aspect"": ""Study Material"", ""sentiment"": ""Negative"", ""confidence"": 0.96, ""snippet"": ""Study material portal pe exam se 2 din pehle upload hota hai.""}]",2,Exam Difficulty & Time Management,0.17,mentor ne architectural review mein bohot valuable tips diye. aur sath hi sath study material portal pe exam se 2 din pehle upload hota hai.,Hinglish,0.85,Neutral,-0.005
FB_00267,STU_7145,ML301,Machine Learning & Neural Networks,Sem 2,2024-10-21,Hindi,3,मार्क्स के साथ सुधार के लिए विस्तृत सुझाव भी दिए गए। हालांकि यह कोर्स अनावश्यक रूप से बहुत कठिन और तनावपूर्ण है।,Neutral,0.58,"[{""aspect"": ""Evaluation"", ""sentiment"": ""Positive"", ""confidence"": 0.89, ""snippet"": ""मार्क्स के साथ सुधार के लिए विस्तृत सुझाव भी दिए गए।""}, {""aspect"": ""Difficulty"", ""sentiment"": ""Negative"", ""confidence"": 0.98, ""snippet"": ""यह कोर्स अनावश्यक रूप से बहुत कठिन और तनावपूर्ण है।""}]",5,Course Theme 6,0.16,मार्क्स के साथ सुधार के लिए विस्तृत सुझाव भी दिए गए। हालांकि यह कोर्स अनावश्यक रूप से बहुत कठिन और तनावपूर्ण है।,Hindi,0.99,Neutral,-0.406
FB_00268,STU_1355,CN204,Computer Networks & Security,Sem 2,2024-10-21,English,4,"Unfair evaluation where different TAs marked identical work inconsistently. Additionally, The difficulty curve is well structured, ramping up gently from fundamentals. Additionally, Working on the group project helped bridge theory and industry practice.",Positive,0.65,"[{""aspect"": ""Evaluation"", ""sentiment"": ""Negative"", ""confidence"": 0.97, ""snippet"": ""Unfair evaluation where different TAs marked identical work inconsistently.""}, {""aspect"": ""Difficulty"", ""sentiment"": ""Positive"", ""confidence"": 0.89, ""snippet"": ""The difficulty curve is well structured, ramping up gently from fundamentals.""}, {""aspect"": ""Projects"", ""sentiment"": ""Positive"", ""confidence"": 0.88, ""snippet"": ""Working on the group project helped bridge theory and industry practice.""}]",1,Lab Infrastructure & Hardware,0.16,"unfair evaluation where different tas marked identical work inconsistently. additionally, the difficulty curve is well structured, ramping up gently from fundamentals. additionally, working on the group project helped bridge theory and industry practice.",Hinglish,0.8,Positive,0.645
FB_00269,STU_8905,CN204,Computer Networks & Security,Sem 6,2026-08-06,English,4,"Evaluation was normal and results were announced on the portal. At the same time, Slide decks were concise, clean, and contained helpful code snippets.",Positive,0.75,"[{""aspect"": ""Evaluation"", ""sentiment"": ""Neutral"", ""confidence"": 0.92, ""snippet"": ""Evaluation was normal and results were announced on the portal.""}, {""aspect"": ""Study Material"", ""sentiment"": ""Positive"", ""confidence"": 0.95, ""snippet"": ""Slide decks were concise, clean, and contained helpful code snippets.""}]",1,Lab Infrastructure & Hardware,0.15,"evaluation was normal and results were announced on the portal. at the same time, slide decks were concise, clean, and contained helpful code snippets.",Hinglish,0.8,Positive,0.742
FB_00270,STU_4714,DS201,Data Structures & Algorithms,Sem 4,2025-10-18,English,3,Course portal links were broken and slides were uploaded weeks late. But Professor explains complex concepts with extreme clarity and patience.,Neutral,0.77,"[{""aspect"": ""Study Material"", ""sentiment"": ""Negative"", ""confidence"": 0.88, ""snippet"": ""Course portal links were broken and slides were uploaded weeks late.""}, {""aspect"": ""Teaching Quality"", ""sentiment"": ""Positive"", ""confidence"": 0.87, ""snippet"": ""Professor explains complex concepts with extreme clarity and patience.""}]",1,Lab Infrastructure & Hardware,0.16,course portal links were broken and slides were uploaded weeks late. but professor explains complex concepts with extreme clarity and patience.,English,0.86,Neutral,-0.043
FB_00271,STU_9269,WD102,Full-Stack Web Development,Sem 6,2026-07-26,Hinglish,1,Course unnecessarily hard hai aur prerequisites clear nahi the.,Negative,0.78,"[{""aspect"": ""Difficulty"", ""sentiment"": ""Negative"", ""confidence"": 0.84, ""snippet"": ""Course unnecessarily hard hai aur prerequisites clear nahi the.""}]",2,Exam Difficulty & Time Management,0.16,course unnecessarily hard hai aur prerequisites clear nahi the.,Hinglish,0.92,Negative,-0.783
FB_00272,STU_3209,DB202,Database Management Systems,Sem 4,2025-09-14,Hindi,1,लैब सत्र बहुत अव्यवस्थित हैं और कोई मार्गदर्शन नहीं मिलता। साथ ही साथ शिक्षक ईमेल का जवाब नहीं देते और संदेह पूछने पर डांटते हैं।,Negative,0.82,"[{""aspect"": ""Practical Sessions"", ""sentiment"": ""Negative"", ""confidence"": 0.91, ""snippet"": ""लैब सत्र बहुत अव्यवस्थित हैं और कोई मार्गदर्शन नहीं मिलता।""}, {""aspect"": ""Faculty Support"", ""sentiment"": ""Negative"", ""confidence"": 0.83, ""snippet"": ""शिक्षक ईमेल का जवाब नहीं देते और संदेह पूछने पर डांटते हैं।""}]",5,Course Theme 6,0.17,लैब सत्र बहुत अव्यवस्थित हैं और कोई मार्गदर्शन नहीं मिलता। साथ ही साथ शिक्षक ईमेल का जवाब नहीं देते और संदेह पूछने पर डांटते हैं।,Hindi,0.99,Negative,-0.812
FB_00273,STU_6644,CN204,Computer Networks & Security,Sem 3,2025-04-01,English,4,"Level of challenge matched other departmental subjects. Although Assignments were practical, thought-provoking, and strengthened our coding skills.",Positive,0.8,"[{""aspect"": ""Difficulty"", ""sentiment"": ""Neutral"", ""confidence"": 0.92, ""snippet"": ""Level of challenge matched other departmental subjects.""}, {""aspect"": ""Assignments"", ""sentiment"": ""Positive"", ""confidence"": 0.85, ""snippet"": ""Assignments were practical, thought-provoking, and strengthened our coding skills.""}]",1,Lab Infrastructure & Hardware,0.15,"level of challenge matched other departmental subjects. although assignments were practical, thought-provoking, and strengthened our coding skills.",English,0.82,Positive,0.793
FB_00274,STU_1225,SE303,Software Engineering & Architecture,Sem 5,2026-02-27,Hinglish,3,"Content bohot outdated hai, modern frameworks aur tools nahi sikhaye. waise Tough concepts ko step-by-step simplify kiya gaya.",Neutral,0.84,"[{""aspect"": ""Course Content"", ""sentiment"": ""Negative"", ""confidence"": 0.87, ""snippet"": ""Content bohot outdated hai, modern frameworks aur tools nahi sikhaye.""}, {""aspect"": ""Difficulty"", ""sentiment"": ""Positive"", ""confidence"": 0.91, ""snippet"": ""Tough concepts ko step-by-step simplify kiya gaya.""}]",2,Exam Difficulty & Time Management,0.15,"content bohot outdated hai, modern frameworks aur tools nahi sikhaye. waise tough concepts ko step-by-step simplify kiya gaya.",Hinglish,0.88,Neutral,-0.001
FB_00275,STU_5185,CS101,Introduction to Programming,Sem 4,2025-08-05,Hindi,2,प्रश्न पत्र में ऐसे सवाल पूछे गए जो कक्षा में कभी नहीं पढ़ाए गए।,Negative,0.73,"[{""aspect"": ""Exams"", ""sentiment"": ""Negative"", ""confidence"": 0.83, ""snippet"": ""प्रश्न पत्र में ऐसे सवाल पूछे गए जो कक्षा में कभी नहीं पढ़ाए गए।""}]",5,Course Theme 6,0.16,प्रश्न पत्र में ऐसे सवाल पूछे गए जो कक्षा में कभी नहीं पढ़ाए गए।,Hindi,0.99,Negative,-0.728
FB_00276,STU_1312,DS201,Data Structures & Algorithms,Sem 6,2026-08-21,English,4,"Infrastructure is standard university setup with basic desktop systems. However, Faculty genuinely cares about student learning and emotional well-being. However, The exam pattern accurately reflected what was practiced in class.",Positive,0.94,"[{""aspect"": ""Infrastructure"", ""sentiment"": ""Neutral"", ""confidence"": 0.96, ""snippet"": ""Infrastructure is standard university setup with basic desktop systems.""}, {""aspect"": ""Faculty Support"", ""sentiment"": ""Positive"", ""confidence"": 0.91, ""snippet"": ""Faculty genuinely cares about student learning and emotional well-being.""}, {""aspect"": ""Exams"", ""sentiment"": ""Positive"", ""confidence"": 0.97, ""snippet"": ""The exam pattern accurately reflected what was practiced in class.""}]",1,Lab Infrastructure & Hardware,0.15,"infrastructure is standard university setup with basic desktop systems. however, faculty genuinely cares about student learning and emotional well-being. however, the exam pattern accurately reflected what was practiced in class.",English,0.84,Positive,0.939
FB_00277,STU_6822,CN204,Computer Networks & Security,Sem 1,2024-04-04,English,3,"Course project was an average implementation task. Furthermore, Difficulty was moderate, manageable with consistent weekly study.",Neutral,0.62,"[{""aspect"": ""Projects"", ""sentiment"": ""Neutral"", ""confidence"": 0.96, ""snippet"": ""Course project was an average implementation task.""}, {""aspect"": ""Difficulty"", ""sentiment"": ""Neutral"", ""confidence"": 0.97, ""snippet"": ""Difficulty was moderate, manageable with consistent weekly study.""}]",1,Lab Infrastructure & Hardware,0.17,"course project was an average implementation task. furthermore, difficulty was moderate, manageable with consistent weekly study.",English,0.85,Neutral,0.227
FB_00278,STU_7837,ML301,Machine Learning & Neural Networks,Sem 1,2024-02-14,Hindi,5,निर्धारित समय पर ही शिक्षक से मिलना संभव हो पाता है। वहीं दूसरी ओर विषय की कठिनाई का स्तर बहुत संतुलित और व्यवस्थित है।,Positive,0.67,"[{""aspect"": ""Faculty Support"", ""sentiment"": ""Neutral"", ""confidence"": 0.89, ""snippet"": ""निर्धारित समय पर ही शिक्षक से मिलना संभव हो पाता है।""}, {""aspect"": ""Difficulty"", ""sentiment"": ""Positive"", ""confidence"": 0.91, ""snippet"": ""विषय की कठिनाई का स्तर बहुत संतुलित और व्यवस्थित है।""}]",5,Course Theme 6,0.18,निर्धारित समय पर ही शिक्षक से मिलना संभव हो पाता है। वहीं दूसरी ओर विषय की कठिनाई का स्तर बहुत संतुलित और व्यवस्थित है।,Hindi,0.99,Positive,0.661
FB_00279,STU_3589,DB202,Database Management Systems,Sem 2,2024-08-24,English,3,Project guidelines were standard and completed in allocated weeks.,Neutral,0.78,"[{""aspect"": ""Projects"", ""sentiment"": ""Neutral"", ""confidence"": 0.85, ""snippet"": ""Project guidelines were standard and completed in allocated weeks.""}]",1,Lab Infrastructure & Hardware,0.17,project guidelines were standard and completed in allocated weeks.,English,0.88,Neutral,0.168
FB_00280,STU_8258,SE303,Software Engineering & Architecture,Sem 4,2025-10-18,Hinglish,1,Lab machines baar baar crash hoti hain aur Wi-Fi speed pathetic hai. but Tough concepts ko step-by-step simplify kiya gaya. on the other hand Assignments bohot lengthy hain aur submission deadlines bohot tight rakhi hain.,Negative,0.52,"[{""aspect"": ""Infrastructure"", ""sentiment"": ""Negative"", ""confidence"": 0.84, ""snippet"": ""Lab machines baar baar crash hoti hain aur Wi-Fi speed pathetic hai.""}, {""aspect"": ""Difficulty"", ""sentiment"": ""Positive"", ""confidence"": 0.92, ""snippet"": ""Tough concepts ko step-by-step simplify kiya gaya.""}, {""aspect"": ""Assignments"", ""sentiment"": ""Negative"", ""confidence"": 0.86, ""snippet"": ""Assignments bohot lengthy hain aur submission deadlines bohot tight rakhi hain.""}]",2,Exam Difficulty & Time Management,0.16,lab machines baar baar crash hoti hain aur wi-fi speed pathetic hai. but tough concepts ko step-by-step simplify kiya gaya. on the other hand assignments bohot lengthy hain aur submission deadlines bohot tight rakhi hain.,Hinglish,0.86,Neutral,-0.46
FB_00281,STU_9051,AI401,Artificial Intelligence & Robotics,Sem 6,2026-09-13,English,4,Midterm questions were creative yet completely solvable within the allotted time.,Positive,0.92,"[{""aspect"": ""Exams"", ""sentiment"": ""Positive"", ""confidence"": 0.94, ""snippet"": ""Midterm questions were creative yet completely solvable within the allotted time.""}]",4,Exam Difficulty & Time Management (Track 5),0.25,midterm questions were creative yet completely solvable within the allotted time.,Hinglish,0.8,Positive,0.918
FB_00282,STU_3901,DS201,Data Structures & Algorithms,Sem 2,2024-09-09,Hinglish,5,Lab sessions standard procedure ke hisab se chale. aur sath hi sath Sir speed bohot balanced rakhte hain aur repeat bhi karte hain. aur sath hi sath Marking scheme bilkul fair aur transparent thi.,Positive,0.96,"[{""aspect"": ""Practical Sessions"", ""sentiment"": ""Neutral"", ""confidence"": 0.88, ""snippet"": ""Lab sessions standard procedure ke hisab se chale.""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.94, ""snippet"": ""Sir speed bohot balanced rakhte hain aur repeat bhi karte hain.""}, {""aspect"": ""Evaluation"", ""sentiment"": ""Positive"", ""confidence"": 0.9, ""snippet"": ""Marking scheme bilkul fair aur transparent thi.""}]",2,Exam Difficulty & Time Management,0.17,lab sessions standard procedure ke hisab se chale. aur sath hi sath sir speed bohot balanced rakhte hain aur repeat bhi karte hain. aur sath hi sath marking scheme bilkul fair aur transparent thi.,Hinglish,0.91,Positive,0.955
FB_00283,STU_9456,AI401,Artificial Intelligence & Robotics,Sem 6,2026-10-20,English,5,"Lectures are exceptionally well structured and easy to follow. However, Exams were well balanced and fairly tested our conceptual understanding.",Positive,0.98,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Positive"", ""confidence"": 0.96, ""snippet"": ""Lectures are exceptionally well structured and easy to follow.""}, {""aspect"": ""Exams"", ""sentiment"": ""Positive"", ""confidence"": 0.89, ""snippet"": ""Exams were well balanced and fairly tested our conceptual understanding.""}]",1,Lab Infrastructure & Hardware,0.15,"lectures are exceptionally well structured and easy to follow. however, exams were well balanced and fairly tested our conceptual understanding.",English,0.85,Positive,0.982
FB_00284,STU_9952,DB202,Database Management Systems,Sem 6,2026-08-01,Hindi,5,शिक्षक सभी छात्रों की समझ के अनुसार ही आगे बढ़ते हैं। इसके अलावा लैब में खुद कोड चलाकर सीखने का बहुत अच्छा अवसर मिला।,Positive,0.95,"[{""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.91, ""snippet"": ""शिक्षक सभी छात्रों की समझ के अनुसार ही आगे बढ़ते हैं।""}, {""aspect"": ""Practical Sessions"", ""sentiment"": ""Positive"", ""confidence"": 0.83, ""snippet"": ""लैब में खुद कोड चलाकर सीखने का बहुत अच्छा अवसर मिला।""}]",5,Course Theme 6,0.18,शिक्षक सभी छात्रों की समझ के अनुसार ही आगे बढ़ते हैं। इसके अलावा लैब में खुद कोड चलाकर सीखने का बहुत अच्छा अवसर मिला।,Hindi,0.99,Positive,0.953
FB_00285,STU_2397,CN204,Computer Networks & Security,Sem 6,2026-09-20,English,3,Grading felt totally arbitrary and marks were deducted without explanation. But Capstone project provided fantastic real-world engineering exposure.,Neutral,0.78,"[{""aspect"": ""Evaluation"", ""sentiment"": ""Negative"", ""confidence"": 0.88, ""snippet"": ""Grading felt totally arbitrary and marks were deducted without explanation.""}, {""aspect"": ""Projects"", ""sentiment"": ""Positive"", ""confidence"": 0.97, ""snippet"": ""Capstone project provided fantastic real-world engineering exposure.""}]",1,Lab Infrastructure & Hardware,0.15,grading felt totally arbitrary and marks were deducted without explanation. but capstone project provided fantastic real-world engineering exposure.,English,0.82,Neutral,0.022
FB_00286,STU_5731,WD102,Full-Stack Web Development,Sem 3,2025-04-05,English,3,Assignments were standard textbook problems with typical weekly deadlines.,Neutral,0.57,"[{""aspect"": ""Assignments"", ""sentiment"": ""Neutral"", ""confidence"": 0.92, ""snippet"": ""Assignments were standard textbook problems with typical weekly deadlines.""}]",1,Lab Infrastructure & Hardware,0.16,assignments were standard textbook problems with typical weekly deadlines.,English,0.84,Neutral,0.164
FB_00287,STU_4897,WD102,Full-Stack Web Development,Sem 1,2024-02-11,Hindi,3,प्रैक्टिकल लैब सत्र बहुत ही शानदार और उपयोगी थे। हालांकि रिजल्ट बहुत देरी से आया और कॉपी चेक करने में लापरवाही हुई।,Neutral,0.65,"[{""aspect"": ""Practical Sessions"", ""sentiment"": ""Positive"", ""confidence"": 0.92, ""snippet"": ""प्रैक्टिकल लैब सत्र बहुत ही शानदार और उपयोगी थे।""}, {""aspect"": ""Evaluation"", ""sentiment"": ""Negative"", ""confidence"": 0.92, ""snippet"": ""रिजल्ट बहुत देरी से आया और कॉपी चेक करने में लापरवाही हुई।""}]",0,Course Theme 1,0.18,प्रैक्टिकल लैब सत्र बहुत ही शानदार और उपयोगी थे। हालांकि रिजल्ट बहुत देरी से आया और कॉपी चेक करने में लापरवाही हुई।,Hindi,0.99,Neutral,0.091
FB_00288,STU_1531,DB202,Database Management Systems,Sem 6,2026-10-08,English,3,"Lecture notes and reference repositories provided are top tier. Furthermore, The difficulty level is brutal and assumes way too many advanced prerequisites.",Neutral,0.76,"[{""aspect"": ""Study Material"", ""sentiment"": ""Positive"", ""confidence"": 0.83, ""snippet"": ""Lecture notes and reference repositories provided are top tier.""}, {""aspect"": ""Difficulty"", ""sentiment"": ""Negative"", ""confidence"": 0.85, ""snippet"": ""The difficulty level is brutal and assumes way too many advanced prerequisites.""}]",1,Lab Infrastructure & Hardware,0.15,"lecture notes and reference repositories provided are top tier. furthermore, the difficulty level is brutal and assumes way too many advanced prerequisites.",English,0.84,Neutral,-0.062
FB_00289,STU_6901,WD102,Full-Stack Web Development,Sem 5,2026-01-19,English,5,Challenging problems pushed us to think critically without causing burnout.,Positive,0.86,"[{""aspect"": ""Difficulty"", ""sentiment"": ""Positive"", ""confidence"": 0.95, ""snippet"": ""Challenging problems pushed us to think critically without causing burnout.""}]",7,Burnout & Critically & Causing,0.24,challenging problems pushed us to think critically without causing burnout.,English,0.82,Positive,0.858
FB_00290,STU_9635,CN204,Computer Networks & Security,Sem 6,2026-09-05,Hinglish,2,"Checking bohot strict aur unfair thi, bin baat ke marks cut kiye. par Final exam paper bohot out of syllabus aur overly tough tha.",Negative,0.84,"[{""aspect"": ""Evaluation"", ""sentiment"": ""Negative"", ""confidence"": 0.91, ""snippet"": ""Checking bohot strict aur unfair thi, bin baat ke marks cut kiye.""}, {""aspect"": ""Exams"", ""sentiment"": ""Negative"", ""confidence"": 0.9, ""snippet"": ""Final exam paper bohot out of syllabus aur overly tough tha.""}]",2,Exam Difficulty & Time Management,0.17,"checking bohot strict aur unfair thi, bin baat ke marks cut kiye. par final exam paper bohot out of syllabus aur overly tough tha.",Hinglish,0.91,Negative,-0.839
